epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,13717.5,1.17706,0.92867,0.6906,0.57581,0.46441,0.48603,0.30107,0.29571,2.21149,0.93404,0.69318,0.00698667,0.00698667,0.00698667
115,13837.6,1.17818,0.91888,0.69217,0.57366,0.46526,0.48581,0.30294,0.29598,2.2104,0.93303,0.69307,0.00696,0.00696,0.00696
116,13958,1.13823,0.92253,0.6923,0.57345,0.46766,0.48576,0.30329,0.29592,2.21064,0.93221,0.693,0.00693333,0.00693333,0.00693333
117,14078.1,1.17103,0.92786,0.69576,0.57695,0.46455,0.48583,0.30483,0.29586,2.20792,0.93195,0.69299,0.00690667,0.00690667,0.00690667
118,14198.5,1.16458,0.91448,0.69027,0.57674,0.46673,0.48599,0.30341,0.2958,2.20586,0.93097,0.69268,0.00688,0.00688,0.00688
119,14318.8,1.17642,0.91952,0.69357,0.57792,0.46938,0.48626,0.30357,0.29608,2.20403,0.93104,0.69254,0.00685333,0.00685333,0.00685333
120,14439.8,1.1569,0.92154,0.68963,0.58222,0.46585,0.48655,0.30367,0.29602,2.20432,0.9308,0.69261,0.00682667,0.00682667,0.00682667
121,14559.7,1.1669,0.9206,0.693,0.58124,0.46618,0.48641,0.30533,0.29613,2.20255,0.93036,0.69245,0.0068,0.0068,0.0068
122,14680.3,1.13642,0.9113,0.69119,0.58058,0.46631,0.48603,0.30572,0.29631,2.20164,0.92996,0.69219,0.00677333,0.00677333,0.00677333
123,14800.2,1.15153,0.9113,0.68941,0.58164,0.4656,0.48629,0.30379,0.29627,2.20175,0.92993,0.69198,0.00674667,0.00674667,0.00674667
124,14920.5,1.18334,0.92343,0.69046,0.58543,0.46458,0.4862,0.30381,0.29614,2.20131,0.92965,0.69188,0.00672,0.00672,0.00672
125,15041.1,1.13311,0.90337,0.68678,0.58089,0.46686,0.48611,0.30429,0.29653,2.20046,0.92882,0.69173,0.00669333,0.00669333,0.00669333
126,15161,1.12852,0.90156,0.68619,0.57779,0.46736,0.4865,0.30416,0.29683,2.19995,0.9283,0.69172,0.00666667,0.00666667,0.00666667
127,15281.2,1.12147,0.9074,0.68895,0.58005,0.46739,0.4868,0.30466,0.29705,2.19991,0.92776,0.69166,0.00664,0.00664,0.00664
128,15401.8,1.16743,0.91041,0.68845,0.57891,0.46657,0.48662,0.30512,0.29691,2.19899,0.92759,0.6916,0.00661333,0.00661333,0.00661333
129,15521.9,1.12982,0.90499,0.68749,0.5826,0.46494,0.48694,0.30514,0.29676,2.19913,0.92709,0.69164,0.00658667,0.00658667,0.00658667
130,15642.6,1.19365,0.90053,0.6871,0.58173,0.46685,0.48712,0.30534,0.29716,2.1979,0.92642,0.69143,0.00656,0.00656,0.00656
131,15763.1,1.13277,0.89906,0.68598,0.57784,0.46715,0.48711,0.30608,0.2973,2.1974,0.92606,0.69132,0.00653333,0.00653333,0.00653333
132,15882.9,1.13307,0.89269,0.68362,0.57805,0.46703,0.48756,0.3064,0.2979,2.1967,0.92625,0.69128,0.00650667,0.00650667,0.00650667
