epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
240,46921.5,0.73472,0.87668,0.65584,0,0,0,0,0,0,0,0,0.00362667,0.00362667,0.00362667
241,47117.1,0.77656,0.87389,0.65612,0,0,0,0,0,0,0,0,0.0036,0.0036,0.0036
242,47313.1,0.7232,0.86844,0.65515,0,0,0,0,0,0,0,0,0.00357333,0.00357333,0.00357333
243,47508.2,0.73912,0.87243,0.65661,0,0,0,0,0,0,0,0,0.00354667,0.00354667,0.00354667
244,47703.6,0.74135,0.87198,0.65558,0,0,0,0,0,0,0,0,0.00352,0.00352,0.00352
245,47899.1,0.76144,0.86584,0.65591,0,0,0,0,0,0,0,0,0.00349333,0.00349333,0.00349333
246,48094.5,0.69032,0.86402,0.65246,0,0,0,0,0,0,0,0,0.00346667,0.00346667,0.00346667
247,48289.9,0.72461,0.8652,0.65452,0,0,0,0,0,0,0,0,0.00344,0.00344,0.00344
248,48485.1,0.75882,0.8641,0.65373,0,0,0,0,0,0,0,0,0.00341333,0.00341333,0.00341333
249,48680.3,0.73195,0.8573,0.65288,0,0,0,0,0,0,0,0,0.00338667,0.00338667,0.00338667
250,48875.5,0.71615,0.8601,0.65543,0,0,0,0,0,0,0,0,0.00336,0.00336,0.00336
251,49070.9,0.73511,0.86595,0.65335,0,0,0,0,0,0,0,0,0.00333333,0.00333333,0.00333333
252,49265.8,0.7308,0.85647,0.65091,0,0,0,0,0,0,0,0,0.00330667,0.00330667,0.00330667
253,49461.5,0.77144,0.85134,0.6533,0,0,0,0,0,0,0,0,0.00328,0.00328,0.00328
254,49656.9,0.71448,0.85731,0.65153,0,0,0,0,0,0,0,0,0.00325333,0.00325333,0.00325333
255,49851.8,0.72607,0.85677,0.65184,0,0,0,0,0,0,0,0,0.00322667,0.00322667,0.00322667
256,50047.2,0.71589,0.85739,0.65215,0,0,0,0,0,0,0,0,0.0032,0.0032,0.0032
257,50242.4,0.74416,0.85248,0.65263,0,0,0,0,0,0,0,0,0.00317333,0.00317333,0.00317333
258,50437.9,0.78147,0.85126,0.65357,0,0,0,0,0,0,0,0,0.00314667,0.00314667,0.00314667
259,50633.1,0.73012,0.8535,0.65214,0,0,0,0,0,0,0,0,0.00312,0.00312,0.00312
260,50828.6,0.76566,0.84998,0.65304,0,0,0,0,0,0,0,0,0.00309333,0.00309333,0.00309333
261,51023.9,0.72316,0.8465,0.65287,0,0,0,0,0,0,0,0,0.00306667,0.00306667,0.00306667
262,51219.1,0.7323,0.85211,0.65159,0,0,0,0,0,0,0,0,0.00304,0.00304,0.00304
263,51414.8,0.72965,0.84354,0.65176,0,0,0,0,0,0,0,0,0.00301333,0.00301333,0.00301333
264,51609.8,0.74651,0.83611,0.65059,0,0,0,0,0,0,0,0,0.00298667,0.00298667,0.00298667
265,51805,0.73412,0.84624,0.65013,0,0,0,0,0,0,0,0,0.00296,0.00296,0.00296
266,52000.1,0.75611,0.84782,0.65315,0,0,0,0,0,0,0,0,0.00293333,0.00293333,0.00293333
267,52195.9,0.70553,0.84709,0.65181,0,0,0,0,0,0,0,0,0.00290667,0.00290667,0.00290667
268,52390.8,0.69692,0.83799,0.64895,0,0,0,0,0,0,0,0,0.00288,0.00288,0.00288
269,52586.1,0.74459,0.83906,0.65205,0,0,0,0,0,0,0,0,0.00285333,0.00285333,0.00285333
270,52781.6,0.70946,0.85164,0.65059,0,0,0,0,0,0,0,0,0.00282667,0.00282667,0.00282667
271,52977.1,0.69199,0.84084,0.64975,0,0,0,0,0,0,0,0,0.0028,0.0028,0.0028
272,53172.9,0.70874,0.84468,0.6501,0,0,0,0,0,0,0,0,0.00277333,0.00277333,0.00277333
273,53368,0.73777,0.8382,0.6519,0,0,0,0,0,0,0,0,0.00274667,0.00274667,0.00274667
274,53563.8,0.73224,0.83188,0.64869,0,0,0,0,0,0,0,0,0.00272,0.00272,0.00272
275,53758.9,0.7115,0.83214,0.64814,0,0,0,0,0,0,0,0,0.00269333,0.00269333,0.00269333
276,53954.2,0.73785,0.83507,0.64889,0,0,0,0,0,0,0,0,0.00266667,0.00266667,0.00266667
277,54149.4,0.71314,0.83311,0.64913,0,0,0,0,0,0,0,0,0.00264,0.00264,0.00264
278,54344.9,0.72239,0.83469,0.64667,0,0,0,0,0,0,0,0,0.00261333,0.00261333,0.00261333
279,54540.5,0.71989,0.83499,0.64899,0,0,0,0,0,0,0,0,0.00258667,0.00258667,0.00258667
280,54736,0.7365,0.83587,0.64813,0,0,0,0,0,0,0,0,0.00256,0.00256,0.00256
281,54931.1,0.72757,0.82969,0.64666,0,0,0,0,0,0,0,0,0.00253333,0.00253333,0.00253333
282,55126.6,0.71205,0.8226,0.64745,0,0,0,0,0,0,0,0,0.00250667,0.00250667,0.00250667
283,55321.8,0.73448,0.82857,0.64665,0,0,0,0,0,0,0,0,0.00248,0.00248,0.00248
284,55517.6,0.72843,0.8272,0.6463,0,0,0,0,0,0,0,0,0.00245333,0.00245333,0.00245333
285,55712.8,0.71806,0.82496,0.64501,0,0,0,0,0,0,0,0,0.00242667,0.00242667,0.00242667
286,55908.2,0.71439,0.82102,0.64485,0,0,0,0,0,0,0,0,0.0024,0.0024,0.0024
287,56104.1,0.68206,0.8223,0.64506,0,0,0,0,0,0,0,0,0.00237333,0.00237333,0.00237333
288,56299.2,0.71819,0.82394,0.64583,0,0,0,0,0,0,0,0,0.00234667,0.00234667,0.00234667
289,56494.7,0.71465,0.81347,0.64552,0,0,0,0,0,0,0,0,0.00232,0.00232,0.00232
290,56690.1,0.71555,0.82192,0.64507,0,0,0,0,0,0,0,0,0.00229333,0.00229333,0.00229333
291,56883.9,0.54694,0.83102,0.65925,0,0,0,0,0,0,0,0,0.00226667,0.00226667,0.00226667
292,57073.6,0.53499,0.8184,0.65543,0,0,0,0,0,0,0,0,0.00224,0.00224,0.00224
293,57263.8,0.55561,0.8158,0.65436,0,0,0,0,0,0,0,0,0.00221333,0.00221333,0.00221333
294,57453.1,0.53933,0.81986,0.65354,0,0,0,0,0,0,0,0,0.00218667,0.00218667,0.00218667
295,57642.7,0.53501,0.80937,0.65281,0,0,0,0,0,0,0,0,0.00216,0.00216,0.00216
296,57832.1,0.55904,0.8095,0.65311,0,0,0,0,0,0,0,0,0.00213333,0.00213333,0.00213333
297,58021.5,0.55031,0.8031,0.65253,0,0,0,0,0,0,0,0,0.00210667,0.00210667,0.00210667
298,58210.8,0.57722,0.8052,0.65623,0,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
299,58400.8,0.54616,0.79813,0.65402,0,0,0,0,0,0,0,0,0.00205333,0.00205333,0.00205333
300,58734.5,0.55798,0.79648,0.65334,0.67983,0.66497,0.64723,0.23491,0.29949,1.58124,0.93301,0.67798,0.00202667,0.00202667,0.00202667
