epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,51714.6,0.81099,1.04003,0.68634,0,0,0,0,0,0,0,0,0.00570667,0.00570667,0.00570667
163,51910.1,0.81717,1.0309,0.68239,0,0,0,0,0,0,0,0,0.00568,0.00568,0.00568
164,52105.9,0.82066,1.04313,0.68308,0,0,0,0,0,0,0,0,0.00565333,0.00565333,0.00565333
165,52301.7,0.81217,1.04083,0.68128,0,0,0,0,0,0,0,0,0.00562667,0.00562667,0.00562667
166,52496.9,0.81274,1.03849,0.68441,0,0,0,0,0,0,0,0,0.0056,0.0056,0.0056
167,52692.8,0.79567,1.03864,0.68174,0,0,0,0,0,0,0,0,0.00557333,0.00557333,0.00557333
168,52888.1,0.77824,1.03257,0.68059,0,0,0,0,0,0,0,0,0.00554667,0.00554667,0.00554667
169,53083.9,0.76123,1.02995,0.68035,0,0,0,0,0,0,0,0,0.00552,0.00552,0.00552
170,53279.5,0.78656,1.03616,0.68432,0,0,0,0,0,0,0,0,0.00549333,0.00549333,0.00549333
171,53475,0.79661,1.0283,0.67926,0,0,0,0,0,0,0,0,0.00546667,0.00546667,0.00546667
172,53670.6,0.77049,1.04093,0.68314,0,0,0,0,0,0,0,0,0.00544,0.00544,0.00544
173,53865.8,0.81389,1.01503,0.6801,0,0,0,0,0,0,0,0,0.00541333,0.00541333,0.00541333
174,54062,0.80486,1.01634,0.67894,0,0,0,0,0,0,0,0,0.00538667,0.00538667,0.00538667
175,54257.2,0.77006,1.02985,0.68077,0,0,0,0,0,0,0,0,0.00536,0.00536,0.00536
176,54453,0.8255,1.03115,0.6813,0,0,0,0,0,0,0,0,0.00533333,0.00533333,0.00533333
177,54648.5,0.80782,1.01405,0.68173,0,0,0,0,0,0,0,0,0.00530667,0.00530667,0.00530667
178,54844.2,0.80512,1.01322,0.68222,0,0,0,0,0,0,0,0,0.00528,0.00528,0.00528
